"","fips","year","uranium_avg_excess","arsenic_avg_excess","dehp_avg_excess","nitrates_avg_excess","haa_avg_excess","thm_avg_excess","county","total_med","total_agri_fish_mine","agri_fish_hunt","mining_quarrying_oilgas_extract","construction","manufacturing","wholesale_trade","retail_trade","transport_warehouse_utilities","transport_warehouse","utilities","information","fin_ins_realest","fin_ins","realest_rent_lease","total_prof_sci_mgmt_admin","prof_sci_tech","admin_sup","total_edu_health_social","edu_serv","health_social","total_arts_ent_acc_food","arts_ent_rec","acc_food_serv","other_ser","pub_admin","maxcontam"
"2209","21201","2014",0,0,0,0,0,0,"Robertson County, Kentucky",0.10094315275,0.4605071555,1.390138232,0.00518803825,-0.06226694025,0.0621257995,0.00309892525,0.11069475575,0.182209109,0.353769092,0.04596172525,0.002447176,-0.032285801,-0.01761521075,-0.001686968,0.9066754795,-0.08618795175,0.0146414495,-0.38370063575,1.750869163,-0.278537148,0.00640182225,-0.00207181075,0.0080795505,0.00265939075,-0.06427072775,0
"2210","21201","2015",0,0,0,0,0,0,"Robertson County, Kentucky",0.00397652575,-0.1117836545,-0.439644157,0.00205619125,-0.00689875925,-0.0141799945,0.00294706025,-0.13167734025,-0.19993276,0.235695447,0.01241665725,0.00235225,-0.053036493,-0.02307103275,-0.00173282,-0.5671983925,-0.13417001675,0.0113568205,0.44218207925,-0.457228722,0.072682968,0.00576079625,-0.00214108275,0.0070635865,0.00254737375,0.07371735725,0
"2211","21201","2016",0,0,0,0,0.0051666666666667,0,"Robertson County, Kentucky",-0.02292535625,-0.1321082295,-0.462730712,0.00421257025,-0.02703362225,-0.0011851815,-0.00930058875,-0.13117537425,0.160750167,-0.053920841,-0.15473031675,-0.007343406,0.101763021,0.05357076925,0.005061519,-0.5637514465,0.11017898425,-0.0443360685,-0.03241418675,-0.499191649,0.095960664,-0.01923920375,0.00621657225,-0.0243066595,-0.00798058225,0.01450745425,0.0051666666666667
"2218","21205","2011",0,0,0,0,0.0185833333333333,0,"Rowan County, Kentucky",-0.00966690983333333,-0.128639862833333,-0.3064335495,-0.152611424,0.411822554333333,0.144308048833333,0.115463830166667,0.0910773943333333,-0.0842195305,-0.036269299,-0.284832697833333,-0.005558884,-0.066800244,0.315109079833333,-0.085842121,0.0219258965,-0.28735878,0.0138186136666667,0.00559320416666667,-0.0224940746666667,0.0232924986666667,0.170460830333333,12.3985854285,0.1490074245,-0.121984769666667,-0.0714716621666667,0.0371666666666666
"2219","21205","2012",0,0,0,0,0,0,"Rowan County, Kentucky",0.0220592291666667,0.132626130166667,0.6411951025,0.083489547,-0.176834887666667,-0.121498208166667,-0.426258883833333,-0.0549088246666667,-0.0288414805,0.024382218,-0.266024444833333,0.012393181,0.197527179,0.397211032833333,0.347851017,-0.1953627055,-0.846756199,-0.126385307333333,0.0473263671666667,0.0244973533333333,0.0854974536666667,-0.0162633086666667,-3.2894829905,-0.00441018949999999,0.157899569333333,0.0508874138333333,0
"2220","21205","2013",0,0,0,0,0,0,"Rowan County, Kentucky",0.0809585901666667,-0.0219464138333333,-0.1907511305,0.018846203,0.0277666803333333,0.129696657833333,0.102275376166667,0.0367511083333333,0.0230551155,0.045098496,0.171374323166667,-0.10789582,-0.131222191,-0.461969628166667,-0.30974005,0.3268043915,2.185408105,0.328428328666667,0.0183084491666667,0.210304560333333,-0.139436847333333,-0.273715418666667,-1.9555619395,-0.2720943625,-0.171326062666667,-0.0602059611666667,0
"2221","21205","2014",0,0,0,0,0,0,"Rowan County, Kentucky",0.0323432211666667,0.0242454661666667,0.0513952555,0.015792336,0.0232329103333333,0.0248001328333333,0.0429944291666667,0.157609775333333,-0.1083051235,-0.120086127,-0.207915832833333,0.164051818,0.086576576,-0.0709866831666667,0.304198982,-0.0557907015,-0.370092787,-0.0828683263333333,0.108948296166667,-0.0589221906666667,0.189816994666667,0.239278343333333,-2.3745952335,0.2139729935,0.269689202333333,0.0897667728333333,0
"2222","21205","2015",0,0,0,0,0,0,"Rowan County, Kentucky",-0.0962395988333333,-0.0151521448333333,-0.2242100825,0.017368957,-0.217993628666667,-0.110455426166667,0.0877198181666667,-0.250459703666667,0.2160417455,0.056187643,0.838593555166667,-0.033217533,-0.05998567,-0.101459390166667,-0.230845672,-0.0314653635,-0.331348488,-0.0629016483333333,-0.120694172833333,-0.0692652836666667,-0.122734303333333,-0.0271537156666667,-2.3863306935,0.0028578675,0.00120388733333335,-0.00131392216666667,0
"2223","21205","2016",0,0,0,0,0,0,"Rowan County, Kentucky",-0.0294545318333333,0.00886682516666666,0.0288044045,0.017114381,-0.0679936286666667,-0.0668512051666667,0.0778054301666667,0.0199302503333333,-0.0177307265,0.030687069,-0.251194902833333,-0.029772762,-0.02609565,-0.0779044111666667,-0.025622156,-0.0661115175,-0.349851851,-0.0700916603333333,-0.0594821438333333,-0.0841203646666667,-0.0364357963333333,-0.0926067306666667,-2.3926145715,-0.0893337335,-0.135481826666667,-0.00766264116666667,0
"2265","21221","2011",0,0,0,0,0.181833333333333,0,"Trigg County, Kentucky",-0.0136138685,-0.0269143885,-0.0729357076666667,0.0502256695,-0.0391262455,-0.0237872263333333,-0.0405775496666667,-0.0583149496666667,0.00285088283333333,-0.1248227125,0.0420748231666667,-0.00815757733333333,-0.008151322,-0.0177363958333333,0.0238566061666667,-0.114071093833333,-0.000494867666666667,-0.082643612,-0.0112473915,0.0128446688333333,-0.059609252,-0.126819112666667,0.030286245,-0.321741987,-0.106769799,-0.0319934773333333,0.5455
